location,value
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6232.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6268.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6304.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6340.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6376.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6412.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6448.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6484.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\652.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6520.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6556.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6592.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6628.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6664.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6700.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6736.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6772.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6808.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6844.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\688.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6880.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6916.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6952.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\6988.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7024.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7060.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7096.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7132.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7168.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7204.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\724.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7240.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7276.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7312.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7348.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7384.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7420.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7456.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7492.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7528.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7564.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\76.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\760.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7600.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7636.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7672.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7708.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7744.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7780.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7816.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7852.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7888.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7924.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\796.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7960.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\7996.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8032.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8068.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8104.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8140.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8176.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8212.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8248.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8284.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\832.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8320.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8356.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8392.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8428.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8464.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8500.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8536.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8572.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8608.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8644.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\868.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8680.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8716.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8752.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8788.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8824.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8860.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8896.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8932.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\8968.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9004.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\904.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9040.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9076.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9112.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9148.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9184.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9220.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9256.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9292.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9328.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9364.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\940.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9400.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9436.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9472.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9508.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9544.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9580.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9616.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9652.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9688.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9724.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\976.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9760.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9796.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9832.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9868.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9904.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9940.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\4\9976.png,4
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10013.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10049.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10085.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10121.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1013.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10157.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10193.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10229.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10265.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10301.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10337.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10373.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10409.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10445.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10481.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1049.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10517.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10553.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10589.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10625.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10661.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10697.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10733.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10769.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10805.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10841.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1085.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10877.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10913.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10949.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\10985.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11021.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11057.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11093.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11129.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11165.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11201.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1121.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11237.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11273.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\113.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11309.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11345.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11381.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11417.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11453.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11489.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11525.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11561.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1157.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11597.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11633.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11669.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11705.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11741.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11777.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11813.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11849.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11885.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11921.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1193.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11957.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\11993.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12029.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12065.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12101.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12137.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12173.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12209.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12245.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12281.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1229.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12317.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12353.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12389.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12425.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12461.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12497.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12533.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12569.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12605.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12641.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1265.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12677.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12713.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12749.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12785.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12821.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12857.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12893.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12929.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\12965.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13001.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1301.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13037.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13073.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13109.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13145.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13181.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13217.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13253.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13289.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13325.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13361.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\1337.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13397.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13433.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13469.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13505.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13541.png,5
D:/code/Projects/OCR-Project/dataset-old/data/training_data\5\13577.png,5
